Complaint_No,Weapon_Type
20120618215101,"Personal Weapons (hands,feet,teeth,etc.)"
20120618222402,"Personal Weapons (hands,feet,teeth,etc.)"
20120618222701,Handgun                                 
20120618222701,"Personal Weapons (hands,feet,teeth,etc.)"
20120618230000,"Personal Weapons (hands,feet,teeth,etc.)"
20120618231403,"Personal Weapons (hands,feet,teeth,etc.)"
20120618232102,"Personal Weapons (hands,feet,teeth,etc.)"
20120618232401,Handgun                                 
20120618233103,Handgun                                 
20120619000900,Not Applicable/None                     
20120619002901,Undetermined Firearm                    
20120619020301,"Blunt Object(club,hammer,etc)           "
20120619033300,Knife                                   
20120619034800,"Personal Weapons (hands,feet,teeth,etc.)"
20120619035400,"Personal Weapons (hands,feet,teeth,etc.)"
20120619044102,Knife                                   
20120619085402,"Personal Weapons (hands,feet,teeth,etc.)"
20120619120800,"Personal Weapons (hands,feet,teeth,etc.)"
20120619124101,Knife                                   
20120619125406,"Personal Weapons (hands,feet,teeth,etc.)"
20120619133101,"Personal Weapons (hands,feet,teeth,etc.)"
20120619133906,Handgun                                 
20120619150400,"Blunt Object(club,hammer,etc)           "
20120619152901,Handgun                                 
20120619173402,Handgun                                 
20120619203202,Knife                                   
20120619210802,"Personal Weapons (hands,feet,teeth,etc.)"
20120619211303,"Personal Weapons (hands,feet,teeth,etc.)"
20120619212005,Not Applicable/None                     
20120619215604,"Personal Weapons (hands,feet,teeth,etc.)"
20120619220103,"Personal Weapons (hands,feet,teeth,etc.)"
20120619221100,"Personal Weapons (hands,feet,teeth,etc.)"
20120619221501,"Personal Weapons (hands,feet,teeth,etc.)"
20120619223703,Shotgun                                 
20120619230200,Handgun                                 
20120619232003,Handgun                                 
20120619232102,Other Weapon                            
20120619234100,Razor                                   
20120619235405,Handgun                                 
20120619235405,Knife                                   
20120620011900,"Personal Weapons (hands,feet,teeth,etc.)"
20120620013900,"Personal Weapons (hands,feet,teeth,etc.)"
20120620014503,Handgun                                 
20120620025804,Undetermined Firearm                    
20120620032400,Undetermined Firearm                    
20120620033700,"Personal Weapons (hands,feet,teeth,etc.)"
20120620053400,Handgun                                 
20120620063400,"Personal Weapons (hands,feet,teeth,etc.)"
20120620083301,Unknown/Not Stated                      
20120620092100,Vehicle                                 
20120620093802,"Personal Weapons (hands,feet,teeth,etc.)"
20120620104301,"Personal Weapons (hands,feet,teeth,etc.)"
20120620105703,Other Entry Tool/Device                 
20120620112802,"Personal Weapons (hands,feet,teeth,etc.)"
20120620113402,"Personal Weapons (hands,feet,teeth,etc.)"
20120620124901,"Personal Weapons (hands,feet,teeth,etc.)"
20120620124901,Knife                                   
20120620130105,"Personal Weapons (hands,feet,teeth,etc.)"
20120620134004,Handgun                                 
20120620135704,"Personal Weapons (hands,feet,teeth,etc.)"
20120620153506,"Personal Weapons (hands,feet,teeth,etc.)"
20120620154506,"Personal Weapons (hands,feet,teeth,etc.)"
20120620154506,Razor                                   
20120620160100,"Personal Weapons (hands,feet,teeth,etc.)"
20120620160100,"Blunt Object(club,hammer,etc)           "
20120620171000,"Personal Weapons (hands,feet,teeth,etc.)"
20120620172203,"Personal Weapons (hands,feet,teeth,etc.)"
20120620183100,"Personal Weapons (hands,feet,teeth,etc.)"
20120620193905,"Personal Weapons (hands,feet,teeth,etc.)"
20120620194003,"Personal Weapons (hands,feet,teeth,etc.)"
20120620203201,"Personal Weapons (hands,feet,teeth,etc.)"
20120620211605,"Personal Weapons (hands,feet,teeth,etc.)"
20120620212103,Handgun                                 
20120620212103,"Personal Weapons (hands,feet,teeth,etc.)"
20120620212800,"Personal Weapons (hands,feet,teeth,etc.)"
20120620213702,Not Applicable/None                     
20120620215402,Not Applicable/None                     
20120620220500,"Personal Weapons (hands,feet,teeth,etc.)"
20120620220600,"Personal Weapons (hands,feet,teeth,etc.)"
20120620221102,"Personal Weapons (hands,feet,teeth,etc.)"
20120620222106,"Personal Weapons (hands,feet,teeth,etc.)"
20120620223000,"Personal Weapons (hands,feet,teeth,etc.)"
20120620224307,Other Weapon                            
20120620224401,Handgun                                 
20120620224600,"Personal Weapons (hands,feet,teeth,etc.)"
20120620230900,"Personal Weapons (hands,feet,teeth,etc.)"
20120620232401,Handgun                                 
20120620232401,Shotgun                                 
20120620233300,Other Weapon                            
20120620233504,"Personal Weapons (hands,feet,teeth,etc.)"
20120620233906,Vehicle                                 
20120621010302,Handgun                                 
20120621023301,"Personal Weapons (hands,feet,teeth,etc.)"
20120621052103,Handgun                                 
20120621084902,"Personal Weapons (hands,feet,teeth,etc.)"
20120621085906,"Personal Weapons (hands,feet,teeth,etc.)"
20120621092102,"Personal Weapons (hands,feet,teeth,etc.)"
20120621110501,"Personal Weapons (hands,feet,teeth,etc.)"
20120621114803,"Personal Weapons (hands,feet,teeth,etc.)"
20120621123309,"Blunt Object(club,hammer,etc)           "
20120621133501,Handgun                                 
20120621143902,"Personal Weapons (hands,feet,teeth,etc.)"
20120621152602,"Personal Weapons (hands,feet,teeth,etc.)"
20120621174402,"Personal Weapons (hands,feet,teeth,etc.)"
20120621182101,Other Weapon                            
20120621183805,"Personal Weapons (hands,feet,teeth,etc.)"
20120621190200,"Blunt Object(club,hammer,etc)           "
20120621191003,Handgun                                 
20120621200203,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120621202701,Other Weapon                            
20120621204402,"Personal Weapons (hands,feet,teeth,etc.)"
20120621220803,"Personal Weapons (hands,feet,teeth,etc.)"
20120621221502,"Personal Weapons (hands,feet,teeth,etc.)"
20120621221702,"Personal Weapons (hands,feet,teeth,etc.)"
20120621222201,Handgun                                 
20120621222301,"Personal Weapons (hands,feet,teeth,etc.)"
20120621222900,Not Applicable/None                     
20120621222904,"Personal Weapons (hands,feet,teeth,etc.)"
20120621225201,"Personal Weapons (hands,feet,teeth,etc.)"
20120621232802,"Personal Weapons (hands,feet,teeth,etc.)"
20120622000702,"Personal Weapons (hands,feet,teeth,etc.)"
20120622001901,"Personal Weapons (hands,feet,teeth,etc.)"
20120622001907,"Personal Weapons (hands,feet,teeth,etc.)"
20120622004001,"Personal Weapons (hands,feet,teeth,etc.)"
20120622004403,"Personal Weapons (hands,feet,teeth,etc.)"
20120622025500,"Personal Weapons (hands,feet,teeth,etc.)"
20120622025900,"Personal Weapons (hands,feet,teeth,etc.)"
20120622031500,Knife                                   
20120622045200,Handgun                                 
20120622061900,"Personal Weapons (hands,feet,teeth,etc.)"
20120622063401,Handgun                                 
20120622072500,"Personal Weapons (hands,feet,teeth,etc.)"
20120622090005,Chemicals/Acids                         
20120622095700,"Personal Weapons (hands,feet,teeth,etc.)"
20120622102405,"Personal Weapons (hands,feet,teeth,etc.)"
20120622103603,"Personal Weapons (hands,feet,teeth,etc.)"
20120622112400,"Personal Weapons (hands,feet,teeth,etc.)"
20120622121200,"Personal Weapons (hands,feet,teeth,etc.)"
20120622122003,"Personal Weapons (hands,feet,teeth,etc.)"
20120622131101,Other Weapon                            
20120622132601,Not Applicable/None                     
20120622151302,"Personal Weapons (hands,feet,teeth,etc.)"
20120622151903,"Personal Weapons (hands,feet,teeth,etc.)"
20120622154303,"Personal Weapons (hands,feet,teeth,etc.)"
20120622154406,"Personal Weapons (hands,feet,teeth,etc.)"
20120622154902,Handgun                                 
20120622164103,"Personal Weapons (hands,feet,teeth,etc.)"
20120622165802,"Personal Weapons (hands,feet,teeth,etc.)"
20120622170802,Not Applicable/None                     
20120622172301,"Personal Weapons (hands,feet,teeth,etc.)"
20120622184400,"Personal Weapons (hands,feet,teeth,etc.)"
20120622185406,"Personal Weapons (hands,feet,teeth,etc.)"
20120622185406,Vehicle                                 
20120622191801,"Personal Weapons (hands,feet,teeth,etc.)"
20120622202301,Undetermined Firearm                    
20120622204102,"Personal Weapons (hands,feet,teeth,etc.)"
20120622211905,Knife                                   
20120622213200,Handgun                                 
20120622213400,"Personal Weapons (hands,feet,teeth,etc.)"
20120622223104,"Personal Weapons (hands,feet,teeth,etc.)"
20120622223201,"Personal Weapons (hands,feet,teeth,etc.)"
20120622223501,"Blunt Object(club,hammer,etc)           "
20120622231401,"Personal Weapons (hands,feet,teeth,etc.)"
20120622232000,"Personal Weapons (hands,feet,teeth,etc.)"
20120622232301,"Blunt Object(club,hammer,etc)           "
20120622232304,"Personal Weapons (hands,feet,teeth,etc.)"
20120622232402,"Personal Weapons (hands,feet,teeth,etc.)"
20120622232800,"Personal Weapons (hands,feet,teeth,etc.)"
20120622235302,"Personal Weapons (hands,feet,teeth,etc.)"
20120622235700,Handgun                                 
20120623000404,"Personal Weapons (hands,feet,teeth,etc.)"
20120623002901,Not Applicable/None                     
20120623011904,"Personal Weapons (hands,feet,teeth,etc.)"
20120623015503,Other Weapon                            
20120623021004,"Personal Weapons (hands,feet,teeth,etc.)"
20120623022500,"Personal Weapons (hands,feet,teeth,etc.)"
20120623024100,"Personal Weapons (hands,feet,teeth,etc.)"
20120623024401,"Personal Weapons (hands,feet,teeth,etc.)"
20120623031400,Not Applicable/None                     
20120623031804,Knife                                   
20120623032900,"Personal Weapons (hands,feet,teeth,etc.)"
20120623033202,Handgun                                 
20120623033901,"Personal Weapons (hands,feet,teeth,etc.)"
20120623035002,"Personal Weapons (hands,feet,teeth,etc.)"
20120623042600,"Personal Weapons (hands,feet,teeth,etc.)"
20120623052801,"Personal Weapons (hands,feet,teeth,etc.)"
20120623072501,Knife                                   
20120623080000,"Blunt Object(club,hammer,etc)           "
20120623082300,"Blunt Object(club,hammer,etc)           "
20120623094401,Not Applicable/None                     
20120623102100,"Personal Weapons (hands,feet,teeth,etc.)"
20120623103101,Rifle                                   
20120623103101,"Personal Weapons (hands,feet,teeth,etc.)"
20120623104200,"Blunt Object(club,hammer,etc)           "
20120623120601,Handgun                                 
20120623122300,"Personal Weapons (hands,feet,teeth,etc.)"
20120623133700,"Personal Weapons (hands,feet,teeth,etc.)"
20120623142303,"Personal Weapons (hands,feet,teeth,etc.)"
20120623151000,"Personal Weapons (hands,feet,teeth,etc.)"
20120623160203,"Personal Weapons (hands,feet,teeth,etc.)"
20120623163600,"Personal Weapons (hands,feet,teeth,etc.)"
20120623170500,"Personal Weapons (hands,feet,teeth,etc.)"
20120623171403,"Personal Weapons (hands,feet,teeth,etc.)"
20120623174002,Handgun                                 
20120623181202,"Personal Weapons (hands,feet,teeth,etc.)"
20120623184601,"Personal Weapons (hands,feet,teeth,etc.)"
20120623185902,Razor                                   
20120623192000,"Blunt Object(club,hammer,etc)           "
20120623205200,Other Entry Tool/Device                 
20120623205501,Other Weapon                            
20120623211904,"Personal Weapons (hands,feet,teeth,etc.)"
20120623212103,"Personal Weapons (hands,feet,teeth,etc.)"
20120623220302,"Blunt Object(club,hammer,etc)           "
20120623220302,"Personal Weapons (hands,feet,teeth,etc.)"
20120623223800,"Personal Weapons (hands,feet,teeth,etc.)"
20120623230803,Not Applicable/None                     
20120623234602,Other Weapon                            
20120624000100,Not Applicable/None                     
20120624004401,"Personal Weapons (hands,feet,teeth,etc.)"
20120624004401,Handgun                                 
20120624005301,Knife                                   
20120624005803,"Personal Weapons (hands,feet,teeth,etc.)"
20120624011402,"Personal Weapons (hands,feet,teeth,etc.)"
20120624014301,"Personal Weapons (hands,feet,teeth,etc.)"
20120624015801,"Personal Weapons (hands,feet,teeth,etc.)"
20120624021500,Other Weapon                            
20120624022401,"Personal Weapons (hands,feet,teeth,etc.)"
20120624024300,"Personal Weapons (hands,feet,teeth,etc.)"
20120624024305,"Personal Weapons (hands,feet,teeth,etc.)"
20120624041501,Handgun                                 
20120624042500,Knife                                   
20120624042500,"Personal Weapons (hands,feet,teeth,etc.)"
20120624043600,"Personal Weapons (hands,feet,teeth,etc.)"
20120624050202,"Personal Weapons (hands,feet,teeth,etc.)"
20120624063000,Shotgun                                 
20120624074000,"Personal Weapons (hands,feet,teeth,etc.)"
20120624094400,"Personal Weapons (hands,feet,teeth,etc.)"
20120624101300,"Personal Weapons (hands,feet,teeth,etc.)"
20120624130400,"Personal Weapons (hands,feet,teeth,etc.)"
20120624132402,"Personal Weapons (hands,feet,teeth,etc.)"
20120624143704,"Personal Weapons (hands,feet,teeth,etc.)"
20120624153602,"Personal Weapons (hands,feet,teeth,etc.)"
20120624155302,"Personal Weapons (hands,feet,teeth,etc.)"
20120624171501,Razor                                   
20120624182002,Razor                                   
20120624184100,"Personal Weapons (hands,feet,teeth,etc.)"
20120624191300,"Personal Weapons (hands,feet,teeth,etc.)"
20120624192200,"Personal Weapons (hands,feet,teeth,etc.)"
20120624192300,"Personal Weapons (hands,feet,teeth,etc.)"
20120624210201,"Personal Weapons (hands,feet,teeth,etc.)"
20120624214701,"Personal Weapons (hands,feet,teeth,etc.)"
20120624215500,Handgun                                 
20120624215601,"Personal Weapons (hands,feet,teeth,etc.)"
20120624220205,"Personal Weapons (hands,feet,teeth,etc.)"
20120624221300,"Personal Weapons (hands,feet,teeth,etc.)"
20120624223301,Unknown/Not Stated                      
20120624232302,"Personal Weapons (hands,feet,teeth,etc.)"
20120624232801,"Personal Weapons (hands,feet,teeth,etc.)"
20120625000802,Handgun                                 
20120625000901,"Personal Weapons (hands,feet,teeth,etc.)"
20120625000903,"Personal Weapons (hands,feet,teeth,etc.)"
20120625002400,Not Applicable/None                     
20120625004803,"Personal Weapons (hands,feet,teeth,etc.)"
20120625020604,"Personal Weapons (hands,feet,teeth,etc.)"
20120625023101,"Personal Weapons (hands,feet,teeth,etc.)"
20120625044000,"Personal Weapons (hands,feet,teeth,etc.)"
20120625090700,Other Weapon                            
20120625090700,"Personal Weapons (hands,feet,teeth,etc.)"
20120625100800,Other Cutting Instrument                
20120625114101,"Blunt Object(club,hammer,etc)           "
20120625121401,Handgun                                 
20120625124101,"Personal Weapons (hands,feet,teeth,etc.)"
20120625145903,"Personal Weapons (hands,feet,teeth,etc.)"
20120625150801,Shotgun                                 
20120625160102,"Personal Weapons (hands,feet,teeth,etc.)"
20120625170904,Handgun                                 
20120625173901,"Personal Weapons (hands,feet,teeth,etc.)"
20120625181900,Undetermined Firearm                    
20120625182900,"Personal Weapons (hands,feet,teeth,etc.)"
20120625182904,"Personal Weapons (hands,feet,teeth,etc.)"
20120625193801,"Blunt Object(club,hammer,etc)           "
20120625194503,"Personal Weapons (hands,feet,teeth,etc.)"
20120625200900,"Personal Weapons (hands,feet,teeth,etc.)"
20120625201807,"Personal Weapons (hands,feet,teeth,etc.)"
20120625202601,"Personal Weapons (hands,feet,teeth,etc.)"
20120625203500,"Personal Weapons (hands,feet,teeth,etc.)"
20120625210703,"Personal Weapons (hands,feet,teeth,etc.)"
20120625211803,Handgun                                 
20120625212902,"Personal Weapons (hands,feet,teeth,etc.)"
20120625213400,"Personal Weapons (hands,feet,teeth,etc.)"
20120625214300,"Personal Weapons (hands,feet,teeth,etc.)"
20120625214302,"Personal Weapons (hands,feet,teeth,etc.)"
20120625215601,"Personal Weapons (hands,feet,teeth,etc.)"
20120625215602,"Personal Weapons (hands,feet,teeth,etc.)"
20120625222000,"Personal Weapons (hands,feet,teeth,etc.)"
20120625231300,Knife                                   
20120625231300,"Personal Weapons (hands,feet,teeth,etc.)"
20120625232402,"Personal Weapons (hands,feet,teeth,etc.)"
20120625232901,Handgun                                 
20120626002902,Vehicle                                 
20120626011200,Undetermined Firearm                    
20120626011200,"Personal Weapons (hands,feet,teeth,etc.)"
20120626012603,Knife                                   
20120626012603,Unknown/Not Stated                      
20120626012900,"Personal Weapons (hands,feet,teeth,etc.)"
20120626013400,"Personal Weapons (hands,feet,teeth,etc.)"
20120626021100,Knife                                   
20120626025201,"Personal Weapons (hands,feet,teeth,etc.)"
20120626025201,"Blunt Object(club,hammer,etc)           "
20120626025802,Handgun                                 
20120626035400,"Personal Weapons (hands,feet,teeth,etc.)"
20120626035601,"Personal Weapons (hands,feet,teeth,etc.)"
20120626035601,Knife                                   
20120626035603,Undetermined Firearm                    
20120626050900,"Personal Weapons (hands,feet,teeth,etc.)"
20120626082800,Handgun                                 
20120626091502,"Personal Weapons (hands,feet,teeth,etc.)"
20120626091905,"Personal Weapons (hands,feet,teeth,etc.)"
20120626093905,Knife                                   
20120626103605,"Personal Weapons (hands,feet,teeth,etc.)"
20120626110107,Unknown/Not Stated                      
20120626114901,Handgun                                 
20120626114901,"Blunt Object(club,hammer,etc)           "
20120626114901,"Personal Weapons (hands,feet,teeth,etc.)"
20120626120501,Unknown/Not Stated                      
20120626124705,Handgun                                 
20120626133301,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120626135101,"Personal Weapons (hands,feet,teeth,etc.)"
20120626135605,Handgun                                 
20120626141203,Unknown/Not Stated                      
20120626151400,"Personal Weapons (hands,feet,teeth,etc.)"
20120626152202,Knife                                   
20120626152300,"Personal Weapons (hands,feet,teeth,etc.)"
20120626173102,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120626173501,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20120626175901,"Personal Weapons (hands,feet,teeth,etc.)"
20120626185401,Not Applicable/None                     
20120626192200,"Personal Weapons (hands,feet,teeth,etc.)"
20120626203904,"Personal Weapons (hands,feet,teeth,etc.)"
20120626205203,"Personal Weapons (hands,feet,teeth,etc.)"
20120626215200,"Personal Weapons (hands,feet,teeth,etc.)"
20120626220300,"Personal Weapons (hands,feet,teeth,etc.)"
20120626221200,"Personal Weapons (hands,feet,teeth,etc.)"
20120626222501,"Personal Weapons (hands,feet,teeth,etc.)"
20120626222701,"Personal Weapons (hands,feet,teeth,etc.)"
20120626223902,"Personal Weapons (hands,feet,teeth,etc.)"
20120626231205,Not Applicable/None                     
20120626234908,"Personal Weapons (hands,feet,teeth,etc.)"
20120627002702,Undetermined Firearm                    
20120627004800,Handgun                                 
20120627010601,Handgun                                 
20120627010702,"Personal Weapons (hands,feet,teeth,etc.)"
20120627015300,Knife                                   
20120627015900,"Personal Weapons (hands,feet,teeth,etc.)"
20120627020503,"Personal Weapons (hands,feet,teeth,etc.)"
20120627021401,"Personal Weapons (hands,feet,teeth,etc.)"
20120627022201,"Personal Weapons (hands,feet,teeth,etc.)"
20120627023202,"Personal Weapons (hands,feet,teeth,etc.)"
20120627032801,Handgun                                 
20120627045900,Handgun                                 
20120627063901,"Personal Weapons (hands,feet,teeth,etc.)"
20120627100804,Not Applicable/None                     
20120627101300,Handgun                                 
20120627113502,Unknown/Not Stated                      
20120627122900,Handgun                                 
20120627123801,"Personal Weapons (hands,feet,teeth,etc.)"
20120627131101,Handgun                                 
20120627144900,Handgun                                 
20120627160202,"Personal Weapons (hands,feet,teeth,etc.)"
20120627161504,"Personal Weapons (hands,feet,teeth,etc.)"
20120627161601,"Personal Weapons (hands,feet,teeth,etc.)"
20120627161800,"Personal Weapons (hands,feet,teeth,etc.)"
20120627162700,Knife                                   
20120627164005,"Personal Weapons (hands,feet,teeth,etc.)"
20120627170102,"Personal Weapons (hands,feet,teeth,etc.)"
20120627171202,"Personal Weapons (hands,feet,teeth,etc.)"
20120627172306,"Personal Weapons (hands,feet,teeth,etc.)"
20120627182200,"Personal Weapons (hands,feet,teeth,etc.)"
20120627183700,"Personal Weapons (hands,feet,teeth,etc.)"
20120627190700,"Personal Weapons (hands,feet,teeth,etc.)"
20120627195400,"Personal Weapons (hands,feet,teeth,etc.)"
20120627200401,"Personal Weapons (hands,feet,teeth,etc.)"
20120627203202,"Personal Weapons (hands,feet,teeth,etc.)"
20120627204401,"Personal Weapons (hands,feet,teeth,etc.)"
20120627211002,Handgun                                 
20120627211002,"Personal Weapons (hands,feet,teeth,etc.)"
20120627211304,Not Applicable/None                     
20120627215700,"Personal Weapons (hands,feet,teeth,etc.)"
20120627220803,"Personal Weapons (hands,feet,teeth,etc.)"
20120627224002,"Personal Weapons (hands,feet,teeth,etc.)"
20120627224305,"Personal Weapons (hands,feet,teeth,etc.)"
20120627225301,Handgun                                 
20120627232805,"Personal Weapons (hands,feet,teeth,etc.)"
20120627233204,"Personal Weapons (hands,feet,teeth,etc.)"
20120627233903,"Personal Weapons (hands,feet,teeth,etc.)"
20120627234202,Handgun                                 
20120628000805,"Personal Weapons (hands,feet,teeth,etc.)"
20120628003004,"Personal Weapons (hands,feet,teeth,etc.)"
20120628014800,"Personal Weapons (hands,feet,teeth,etc.)"
20120628014903,Handgun                                 
20120628014903,Undetermined Firearm                    
20120628015201,"Personal Weapons (hands,feet,teeth,etc.)"
20120628032500,"Personal Weapons (hands,feet,teeth,etc.)"
20120628032500,Handgun                                 
20120628041200,"Personal Weapons (hands,feet,teeth,etc.)"
20120628072800,"Personal Weapons (hands,feet,teeth,etc.)"
20120628091200,Other Weapon                            
20120628093705,Knife                                   
20120628103507,"Personal Weapons (hands,feet,teeth,etc.)"
20120628111901,"Personal Weapons (hands,feet,teeth,etc.)"
20120628120500,"Personal Weapons (hands,feet,teeth,etc.)"
20120628120901,"Personal Weapons (hands,feet,teeth,etc.)"
20120628134902,Other Weapon                            
20120628141202,"Personal Weapons (hands,feet,teeth,etc.)"
20120628142000,"Personal Weapons (hands,feet,teeth,etc.)"
20120628142000,Knife                                   
20120628143302,"Personal Weapons (hands,feet,teeth,etc.)"
20120628144302,"Personal Weapons (hands,feet,teeth,etc.)"
20120628153305,Unknown/Not Stated                      
20120628154202,"Personal Weapons (hands,feet,teeth,etc.)"
20120628161801,"Personal Weapons (hands,feet,teeth,etc.)"
20120628162503,"Personal Weapons (hands,feet,teeth,etc.)"
20120628165505,"Personal Weapons (hands,feet,teeth,etc.)"
20120628170702,Knife                                   
20120628172400,Handgun                                 
20120628172500,"Personal Weapons (hands,feet,teeth,etc.)"
20120628173500,Knife                                   
20120628181002,"Personal Weapons (hands,feet,teeth,etc.)"
20120628181200,"Personal Weapons (hands,feet,teeth,etc.)"
20120628181602,Unknown/Not Stated                      
20120628181602,Knife                                   
20120628181603,Handgun                                 
20120628182401,"Personal Weapons (hands,feet,teeth,etc.)"
20120628185703,Handgun                                 
20120628200201,"Personal Weapons (hands,feet,teeth,etc.)"
20120628200601,Ax/Hatchet                              
20120628200601,"Blunt Object(club,hammer,etc)           "
20120628213802,"Personal Weapons (hands,feet,teeth,etc.)"
20120628214902,Handgun                                 
20120628222304,Handgun                                 
20120628223303,"Personal Weapons (hands,feet,teeth,etc.)"
20120628223501,Handgun                                 
20120628223502,Handgun                                 
20120628230500,Handgun                                 
20120628234303,"Personal Weapons (hands,feet,teeth,etc.)"
20120629001206,"Personal Weapons (hands,feet,teeth,etc.)"
20120629004300,"Blunt Object(club,hammer,etc)           "
20120629004700,Handgun                                 
20120629005701,"Personal Weapons (hands,feet,teeth,etc.)"
20120629013903,Handgun                                 
20120629015300,"Personal Weapons (hands,feet,teeth,etc.)"
20120629015300,Handgun                                 
20120629020002,"Personal Weapons (hands,feet,teeth,etc.)"
20120629022501,Other Weapon                            
20120629023702,"Personal Weapons (hands,feet,teeth,etc.)"
20120629024900,"Personal Weapons (hands,feet,teeth,etc.)"
