Complaint_No,Weapon_Type
20160106060800,"Personal Weapons (hands,feet,teeth,etc.)"
20160106074600,"Personal Weapons (hands,feet,teeth,etc.)"
20160106075204,"Personal Weapons (hands,feet,teeth,etc.)"
20160106080702,"Personal Weapons (hands,feet,teeth,etc.)"
20160106082201,Knife                                   
20160106093300,Handgun                                 
20160106094309,"Personal Weapons (hands,feet,teeth,etc.)"
20160106094800,"Personal Weapons (hands,feet,teeth,etc.)"
20160106095200,"Personal Weapons (hands,feet,teeth,etc.)"
20160106111901,"Personal Weapons (hands,feet,teeth,etc.)"
20160106114802,"Personal Weapons (hands,feet,teeth,etc.)"
20160106115100,Knife                                   
20160106115403,"Personal Weapons (hands,feet,teeth,etc.)"
20160106131500,Not Applicable/None                     
20160106132101,Handgun                                 
20160106134902,Handgun                                 
20160106140602,Handgun                                 
20160106142700,"Personal Weapons (hands,feet,teeth,etc.)"
20160106142701,"Personal Weapons (hands,feet,teeth,etc.)"
20160106145101,"Personal Weapons (hands,feet,teeth,etc.)"
20160106154903,Shotgun                                 
20160106154904,"Personal Weapons (hands,feet,teeth,etc.)"
20160106160304,"Personal Weapons (hands,feet,teeth,etc.)"
20160106162100,"Personal Weapons (hands,feet,teeth,etc.)"
20160106162100,Knife                                   
20160106164200,Handgun                                 
20160106165200,Not Applicable/None                     
20160106165409,"Personal Weapons (hands,feet,teeth,etc.)"
20160106180801,"Personal Weapons (hands,feet,teeth,etc.)"
20160106182900,Shotgun                                 
20160106192300,Handgun                                 
20160106193902,Knife                                   
20160106203901,Handgun                                 
20160106212100,"Personal Weapons (hands,feet,teeth,etc.)"
20160106212604,"Personal Weapons (hands,feet,teeth,etc.)"
20160106223900,"Personal Weapons (hands,feet,teeth,etc.)"
20160106231604,"Personal Weapons (hands,feet,teeth,etc.)"
20160106232401,Handgun                                 
20160106235904,Handgun                                 
20160107022602,Conducted Electrical Weapon             
20160107031500,Other Weapon                            
20160107070000,Not Applicable/None                     
20160107071901,Handgun                                 
20160107080801,Handgun                                 
20160107085901,"Personal Weapons (hands,feet,teeth,etc.)"
20160107091002,Handgun                                 
20160107094500,"Personal Weapons (hands,feet,teeth,etc.)"
20160107102401,"Personal Weapons (hands,feet,teeth,etc.)"
20160107111502,Not Applicable/None                     
20160107112303,"Personal Weapons (hands,feet,teeth,etc.)"
20160107112400,"Personal Weapons (hands,feet,teeth,etc.)"
20160107121800,"Personal Weapons (hands,feet,teeth,etc.)"
20160107122400,Handgun                                 
20160107133002,Unknown/Not Stated                      
20160107134600,Knife                                   
20160107135103,"Personal Weapons (hands,feet,teeth,etc.)"
20160107135500,Other Chemical/Drugs                    
20160107135500,Chemicals/Acids                         
20160107150504,"Personal Weapons (hands,feet,teeth,etc.)"
20160107164504,Handgun                                 
20160107171006,"Personal Weapons (hands,feet,teeth,etc.)"
20160107174101,"Personal Weapons (hands,feet,teeth,etc.)"
20160107175305,Handgun                                 
20160107185702,"Personal Weapons (hands,feet,teeth,etc.)"
20160107190102,Handgun                                 
20160107190801,Handgun                                 
20160107213503,Handgun                                 
20160107215000,Handgun                                 
20160107215802,Handgun                                 
20160107220602,"Blunt Object(club,hammer,etc)           "
20160107220602,Other Weapon                            
20160107221400,Handgun                                 
20160107232900,"Personal Weapons (hands,feet,teeth,etc.)"
20160107235201,"Blunt Object(club,hammer,etc)           "
20160107235201,"Personal Weapons (hands,feet,teeth,etc.)"
20160107235602,"Personal Weapons (hands,feet,teeth,etc.)"
20160108011502,"Personal Weapons (hands,feet,teeth,etc.)"
20160108031200,"Personal Weapons (hands,feet,teeth,etc.)"
20160108041800,Other Weapon                            
20160108080600,"Personal Weapons (hands,feet,teeth,etc.)"
20160108085803,Vehicle                                 
20160108091601,"Personal Weapons (hands,feet,teeth,etc.)"
20160108094301,"Personal Weapons (hands,feet,teeth,etc.)"
20160108100500,Razor                                   
20160108101001,Razor                                   
20160108103701,"Personal Weapons (hands,feet,teeth,etc.)"
20160108105501,Handgun                                 
20160108105901,Other Weapon                            
20160108114705,"Personal Weapons (hands,feet,teeth,etc.)"
20160108120000,"Personal Weapons (hands,feet,teeth,etc.)"
20160108124901,"Personal Weapons (hands,feet,teeth,etc.)"
20160108141903,"Personal Weapons (hands,feet,teeth,etc.)"
20160108151801,"Personal Weapons (hands,feet,teeth,etc.)"
20160108152103,"Personal Weapons (hands,feet,teeth,etc.)"
20160108153202,Not Applicable/None                     
20160108153900,"Personal Weapons (hands,feet,teeth,etc.)"
20160108162600,"Personal Weapons (hands,feet,teeth,etc.)"
20160108165000,"Personal Weapons (hands,feet,teeth,etc.)"
20160108173903,"Personal Weapons (hands,feet,teeth,etc.)"
20160108180700,"Personal Weapons (hands,feet,teeth,etc.)"
20160108181403,"Personal Weapons (hands,feet,teeth,etc.)"
20160108182702,Handgun                                 
20160108184502,"Personal Weapons (hands,feet,teeth,etc.)"
20160108191001,Not Applicable/None                     
20160108191001,"Personal Weapons (hands,feet,teeth,etc.)"
20160108193602,Handgun                                 
20160108205600,Handgun                                 
20160108205600,"Blunt Object(club,hammer,etc)           "
20160108210102,"Personal Weapons (hands,feet,teeth,etc.)"
20160108212802,Handgun                                 
20160108213002,Not Applicable/None                     
20160108213002,Handgun                                 
20160108215300,"Personal Weapons (hands,feet,teeth,etc.)"
20160108220100,"Personal Weapons (hands,feet,teeth,etc.)"
20160108222701,Handgun                                 
20160108223701,Handgun                                 
20160108232001,"Blunt Object(club,hammer,etc)           "
20160109000400,Undetermined Firearm                    
20160109002402,"Blunt Object(club,hammer,etc)           "
20160109003603,Handgun                                 
20160109025700,"Personal Weapons (hands,feet,teeth,etc.)"
20160109050900,Handgun                                 
20160109053401,Handgun                                 
20160109053401,"Personal Weapons (hands,feet,teeth,etc.)"
20160109074400,"Personal Weapons (hands,feet,teeth,etc.)"
20160109100101,Unknown/Not Stated                      
20160109100200,"Personal Weapons (hands,feet,teeth,etc.)"
20160109101602,Handgun                                 
20160109102800,Handgun                                 
20160109104401,"Personal Weapons (hands,feet,teeth,etc.)"
20160109111403,Undetermined Firearm                    
20160109113103,"Personal Weapons (hands,feet,teeth,etc.)"
20160109115203,Handgun                                 
20160109133700,"Personal Weapons (hands,feet,teeth,etc.)"
20160109142602,"Personal Weapons (hands,feet,teeth,etc.)"
20160109152903,"Personal Weapons (hands,feet,teeth,etc.)"
20160109162000,Not Applicable/None                     
20160109162100,"Personal Weapons (hands,feet,teeth,etc.)"
20160109164101,Handgun                                 
20160109165103,"Blunt Object(club,hammer,etc)           "
20160109165103,"Personal Weapons (hands,feet,teeth,etc.)"
20160109171401,"Personal Weapons (hands,feet,teeth,etc.)"
20160109171900,"Personal Weapons (hands,feet,teeth,etc.)"
20160109174200,"Personal Weapons (hands,feet,teeth,etc.)"
20160109182001,Handgun                                 
20160109191100,Not Applicable/None                     
20160109191901,"Personal Weapons (hands,feet,teeth,etc.)"
20160109204400,Chemicals/Acids                         
20160109213404,Handgun                                 
20160109215400,Unknown/Not Stated                      
20160109215400,"Personal Weapons (hands,feet,teeth,etc.)"
20160109222801,Handgun                                 
20160109223101,Rifle                                   
20160109231702,"Personal Weapons (hands,feet,teeth,etc.)"
20160109232402,"Personal Weapons (hands,feet,teeth,etc.)"
20160110000502,"Personal Weapons (hands,feet,teeth,etc.)"
20160110003200,Handgun                                 
20160110003702,"Personal Weapons (hands,feet,teeth,etc.)"
20160110005803,"Personal Weapons (hands,feet,teeth,etc.)"
20160110011305,Handgun                                 
20160110013800,"Personal Weapons (hands,feet,teeth,etc.)"
20160110020501,"Blunt Object(club,hammer,etc)           "
20160110020501,"Personal Weapons (hands,feet,teeth,etc.)"
20160110020600,Handgun                                 
20160110025600,"Personal Weapons (hands,feet,teeth,etc.)"
20160110040301,"Personal Weapons (hands,feet,teeth,etc.)"
20160110040900,"Personal Weapons (hands,feet,teeth,etc.)"
20160110050701,Knife                                   
20160110051500,Handgun                                 
20160110055500,"Personal Weapons (hands,feet,teeth,etc.)"
20160110075000,Knife                                   
20160110084200,"Personal Weapons (hands,feet,teeth,etc.)"
20160110085300,"Personal Weapons (hands,feet,teeth,etc.)"
20160110113104,Razor                                   
20160110115800,Handgun                                 
20160110115800,"Personal Weapons (hands,feet,teeth,etc.)"
20160110123800,"Personal Weapons (hands,feet,teeth,etc.)"
20160110132800,"Personal Weapons (hands,feet,teeth,etc.)"
20160110143100,"Personal Weapons (hands,feet,teeth,etc.)"
20160110144901,"Personal Weapons (hands,feet,teeth,etc.)"
20160110163801,Other Weapon                            
20160110172704,Knife                                   
20160110172704,"Personal Weapons (hands,feet,teeth,etc.)"
20160110175500,"Personal Weapons (hands,feet,teeth,etc.)"
20160110175500,Vehicle                                 
20160110181300,"Personal Weapons (hands,feet,teeth,etc.)"
20160110181502,"Personal Weapons (hands,feet,teeth,etc.)"
20160110183603,"Personal Weapons (hands,feet,teeth,etc.)"
20160110185300,"Personal Weapons (hands,feet,teeth,etc.)"
20160110190201,Handgun                                 
20160110191701,"Personal Weapons (hands,feet,teeth,etc.)"
20160110193101,"Personal Weapons (hands,feet,teeth,etc.)"
20160110200001,Unknown/Not Stated                      
20160110211300,Knife                                   
20160110211400,"Personal Weapons (hands,feet,teeth,etc.)"
20160110212700,"Personal Weapons (hands,feet,teeth,etc.)"
20160110214200,"Personal Weapons (hands,feet,teeth,etc.)"
20160110214701,"Personal Weapons (hands,feet,teeth,etc.)"
20160110220303,"Personal Weapons (hands,feet,teeth,etc.)"
20160110222003,Handgun                                 
20160110222102,"Personal Weapons (hands,feet,teeth,etc.)"
20160110223201,"Personal Weapons (hands,feet,teeth,etc.)"
20160110223201,Handgun                                 
20160110231100,"Blunt Object(club,hammer,etc)           "
20160110235100,Other Weapon                            
20160110235100,"Personal Weapons (hands,feet,teeth,etc.)"
20160110235201,"Personal Weapons (hands,feet,teeth,etc.)"
20160111001600,Undetermined Firearm                    
20160111001800,Handgun                                 
20160111031000,Knife                                   
20160111075402,"Personal Weapons (hands,feet,teeth,etc.)"
20160111083900,"Personal Weapons (hands,feet,teeth,etc.)"
20160111094300,"Personal Weapons (hands,feet,teeth,etc.)"
20160111102101,"Personal Weapons (hands,feet,teeth,etc.)"
20160111104200,"Personal Weapons (hands,feet,teeth,etc.)"
20160111110001,Handgun                                 
20160111111101,"Personal Weapons (hands,feet,teeth,etc.)"
20160111112003,"Personal Weapons (hands,feet,teeth,etc.)"
20160111114200,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20160111115304,Knife                                   
20160111121000,"Personal Weapons (hands,feet,teeth,etc.)"
20160111121003,"Personal Weapons (hands,feet,teeth,etc.)"
20160111123500,Handgun                                 
20160111123501,Knife                                   
20160111123700,"Personal Weapons (hands,feet,teeth,etc.)"
20160111130300,"Personal Weapons (hands,feet,teeth,etc.)"
20160111141600,"Personal Weapons (hands,feet,teeth,etc.)"
20160111142002,Other Weapon                            
20160111145103,"Personal Weapons (hands,feet,teeth,etc.)"
20160111151503,Not Applicable/None                     
20160111153402,Knife                                   
20160111161301,"Personal Weapons (hands,feet,teeth,etc.)"
20160111165201,Handgun                                 
20160111172102,Handgun                                 
20160111180202,"Personal Weapons (hands,feet,teeth,etc.)"
20160111182903,"Personal Weapons (hands,feet,teeth,etc.)"
20160111182903,Other Weapon                            
20160111184604,Handgun                                 
20160111185903,"Personal Weapons (hands,feet,teeth,etc.)"
20160111194001,"Personal Weapons (hands,feet,teeth,etc.)"
20160111194801,"Personal Weapons (hands,feet,teeth,etc.)"
20160111204201,"Personal Weapons (hands,feet,teeth,etc.)"
20160111210002,"Personal Weapons (hands,feet,teeth,etc.)"
20160111211802,"Personal Weapons (hands,feet,teeth,etc.)"
20160111220801,Handgun                                 
20160111225502,Not Applicable/None                     
20160111230000,Handgun                                 
20160111231000,"Personal Weapons (hands,feet,teeth,etc.)"
20160111234202,"Personal Weapons (hands,feet,teeth,etc.)"
20160111234701,Handgun                                 
20160111235101,"Personal Weapons (hands,feet,teeth,etc.)"
20160112000601,"Personal Weapons (hands,feet,teeth,etc.)"
20160112001401,Not Applicable/None                     
20160112002801,Shotgun                                 
20160112003801,Rifle                                   
20160112003801,"Personal Weapons (hands,feet,teeth,etc.)"
20160112004502,"Personal Weapons (hands,feet,teeth,etc.)"
20160112013900,"Personal Weapons (hands,feet,teeth,etc.)"
20160112040900,Other Cutting Instrument                
20160112040900,Unknown/Not Stated                      
20160112090401,Not Applicable/None                     
20160112092602,"Personal Weapons (hands,feet,teeth,etc.)"
20160112092700,"Personal Weapons (hands,feet,teeth,etc.)"
20160112092800,Other Weapon                            
20160112094200,Not Applicable/None                     
20160112101700,Unknown/Not Stated                      
20160112111100,Handgun                                 
20160112111300,"Personal Weapons (hands,feet,teeth,etc.)"
20160112113700,"Personal Weapons (hands,feet,teeth,etc.)"
20160112120303,"Personal Weapons (hands,feet,teeth,etc.)"
20160112121904,Handgun                                 
20160112132102,"Personal Weapons (hands,feet,teeth,etc.)"
20160112132705,Conducted Electrical Weapon             
20160112135005,Knife                                   
20160112143400,"Personal Weapons (hands,feet,teeth,etc.)"
20160112145401,Not Applicable/None                     
20160112150005,"Personal Weapons (hands,feet,teeth,etc.)"
20160112155701,Handgun                                 
20160112162802,Unknown/Not Stated                      
20160112172900,Conducted Electrical Weapon             
20160112173001,Conducted Electrical Weapon             
20160112174901,"Personal Weapons (hands,feet,teeth,etc.)"
20160112182401,Other Cutting Instrument                
20160112190900,"Personal Weapons (hands,feet,teeth,etc.)"
20160112194902,Handgun                                 
20160112202301,"Personal Weapons (hands,feet,teeth,etc.)"
20160112202803,Handgun                                 
20160112210700,Rifle                                   
20160112211701,"Personal Weapons (hands,feet,teeth,etc.)"
20160112214803,"Personal Weapons (hands,feet,teeth,etc.)"
20160112222805,Handgun                                 
20160112225202,"Personal Weapons (hands,feet,teeth,etc.)"
20160112231600,"Personal Weapons (hands,feet,teeth,etc.)"
20160113005700,"Personal Weapons (hands,feet,teeth,etc.)"
20160113005700,Not Applicable/None                     
20160113025600,"Personal Weapons (hands,feet,teeth,etc.)"
20160113050001,Knife                                   
20160113073901,"Personal Weapons (hands,feet,teeth,etc.)"
20160113074201,"Personal Weapons (hands,feet,teeth,etc.)"
20160113103100,Unknown/Not Stated                      
20160113111303,Handgun                                 
20160113112601,"Personal Weapons (hands,feet,teeth,etc.)"
20160113113703,Other Cutting Instrument                
20160113120403,"Personal Weapons (hands,feet,teeth,etc.)"
20160113121700,"Personal Weapons (hands,feet,teeth,etc.)"
20160113124600,"Personal Weapons (hands,feet,teeth,etc.)"
20160113132505,Other Weapon                            
20160113134501,"Personal Weapons (hands,feet,teeth,etc.)"
20160113144402,"Personal Weapons (hands,feet,teeth,etc.)"
20160113144900,Handgun                                 
20160113145001,Handgun                                 
20160113162404,Unknown/Not Stated                      
20160113165302,"Personal Weapons (hands,feet,teeth,etc.)"
20160113171705,Handgun                                 
20160113172001,"Personal Weapons (hands,feet,teeth,etc.)"
20160113180302,Handgun                                 
20160113180302,Not Applicable/None                     
20160113184402,Rifle                                   
20160113184403,Other Weapon                            
20160113192101,"Personal Weapons (hands,feet,teeth,etc.)"
20160113194600,Vehicle                                 
20160113194602,Handgun                                 
20160113201100,Unknown/Not Stated                      
20160113202401,"Personal Weapons (hands,feet,teeth,etc.)"
20160113205203,"Personal Weapons (hands,feet,teeth,etc.)"
20160113212900,Other Firearm                           
20160113214400,"Personal Weapons (hands,feet,teeth,etc.)"
20160113220105,"Personal Weapons (hands,feet,teeth,etc.)"
20160113220108,Other Weapon                            
20160113221402,"Personal Weapons (hands,feet,teeth,etc.)"
20160113222700,"Personal Weapons (hands,feet,teeth,etc.)"
20160113222800,Knife                                   
20160113231803,Handgun                                 
20160113232200,"Personal Weapons (hands,feet,teeth,etc.)"
20160113234201,Handgun                                 
20160114001700,Handgun                                 
20160114021702,Not Applicable/None                     
20160114064401,"Personal Weapons (hands,feet,teeth,etc.)"
20160114071700,"Personal Weapons (hands,feet,teeth,etc.)"
20160114075500,"Personal Weapons (hands,feet,teeth,etc.)"
20160114075500,Vehicle                                 
20160114080401,"Personal Weapons (hands,feet,teeth,etc.)"
20160114093102,"Personal Weapons (hands,feet,teeth,etc.)"
20160114093200,"Personal Weapons (hands,feet,teeth,etc.)"
20160114094500,"Personal Weapons (hands,feet,teeth,etc.)"
