Complaint_No,Weapon_Type
20130104090805,"Personal Weapons (hands,feet,teeth,etc.)"
20130104094900,Handgun                                 
20130104101400,"Personal Weapons (hands,feet,teeth,etc.)"
20130104110900,Handgun                                 
20130104113700,Other Weapon                            
20130104115702,"Personal Weapons (hands,feet,teeth,etc.)"
20130104120500,"Personal Weapons (hands,feet,teeth,etc.)"
20130104121900,Handgun                                 
20130104122401,Not Applicable/None                     
20130104130300,"Personal Weapons (hands,feet,teeth,etc.)"
20130104131502,Other Weapon                            
20130104132803,Knife                                   
20130104132803,Other Weapon                            
20130104132805,Not Applicable/None                     
20130104132901,"Personal Weapons (hands,feet,teeth,etc.)"
20130104133404,"Personal Weapons (hands,feet,teeth,etc.)"
20130104134501,"Personal Weapons (hands,feet,teeth,etc.)"
20130104140003,"Personal Weapons (hands,feet,teeth,etc.)"
20130104140201,Other Cutting Instrument                
20130104141300,Knife                                   
20130104141901,"Personal Weapons (hands,feet,teeth,etc.)"
20130104144603,"Personal Weapons (hands,feet,teeth,etc.)"
20130104153601,Knife                                   
20130104153601,"Personal Weapons (hands,feet,teeth,etc.)"
20130104160700,"Personal Weapons (hands,feet,teeth,etc.)"
20130104161904,"Personal Weapons (hands,feet,teeth,etc.)"
20130104165804,Not Applicable/None                     
20130104165804,Knife                                   
20130104165906,Handgun                                 
20130104172204,Other Weapon                            
20130104173600,"Personal Weapons (hands,feet,teeth,etc.)"
20130104174500,Knife                                   
20130104185200,"Personal Weapons (hands,feet,teeth,etc.)"
20130104190203,Unknown/Not Stated                      
20130104191100,Handgun                                 
20130104191202,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20130104195200,"Personal Weapons (hands,feet,teeth,etc.)"
20130104195400,Handgun                                 
20130104195902,Not Applicable/None                     
20130104203803,"Personal Weapons (hands,feet,teeth,etc.)"
20130104204103,"Personal Weapons (hands,feet,teeth,etc.)"
20130104204400,Handgun                                 
20130104214700,Handgun                                 
20130104222502,Not Applicable/None                     
20130104224204,"Personal Weapons (hands,feet,teeth,etc.)"
20130104225900,Handgun                                 
20130104235502,Undetermined Firearm                    
20130105004202,"Blunt Object(club,hammer,etc)           "
20130105010200,"Personal Weapons (hands,feet,teeth,etc.)"
20130105011003,"Personal Weapons (hands,feet,teeth,etc.)"
20130105013000,Other Weapon                            
20130105013403,"Personal Weapons (hands,feet,teeth,etc.)"
20130105015004,"Blunt Object(club,hammer,etc)           "
20130105025201,Not Applicable/None                     
20130105090100,Handgun                                 
20130105091700,Handgun                                 
20130105095702,"Personal Weapons (hands,feet,teeth,etc.)"
20130105102602,Handgun                                 
20130105125103,"Personal Weapons (hands,feet,teeth,etc.)"
20130105130001,Not Applicable/None                     
20130105130400,"Personal Weapons (hands,feet,teeth,etc.)"
20130105143001,"Personal Weapons (hands,feet,teeth,etc.)"
20130105143301,Knife                                   
20130105155501,"Personal Weapons (hands,feet,teeth,etc.)"
20130105160403,Not Applicable/None                     
20130105162402,Knife                                   
20130105163002,"Personal Weapons (hands,feet,teeth,etc.)"
20130105170301,Knife                                   
20130105175401,"Personal Weapons (hands,feet,teeth,etc.)"
20130105183701,"Personal Weapons (hands,feet,teeth,etc.)"
20130105192003,"Personal Weapons (hands,feet,teeth,etc.)"
20130105193500,Handgun                                 
20130105201901,"Personal Weapons (hands,feet,teeth,etc.)"
20130105203902,Handgun                                 
20130105211002,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20130105211002,Handgun                                 
20130105211105,Handgun                                 
20130105213601,Handgun                                 
20130105215301,"Personal Weapons (hands,feet,teeth,etc.)"
20130105220000,"Personal Weapons (hands,feet,teeth,etc.)"
20130105220805,"Personal Weapons (hands,feet,teeth,etc.)"
20130105225004,Handgun                                 
20130105225501,"Personal Weapons (hands,feet,teeth,etc.)"
20130105233904,Handgun                                 
20130106001000,"Personal Weapons (hands,feet,teeth,etc.)"
20130106001700,"Personal Weapons (hands,feet,teeth,etc.)"
20130106001700,Handgun                                 
20130106002000,"Personal Weapons (hands,feet,teeth,etc.)"
20130106005502,"Personal Weapons (hands,feet,teeth,etc.)"
20130106010502,"Personal Weapons (hands,feet,teeth,etc.)"
20130106014201,"Personal Weapons (hands,feet,teeth,etc.)"
20130106022001,"Personal Weapons (hands,feet,teeth,etc.)"
20130106022700,Handgun                                 
20130106031701,Knife                                   
20130106035900,"Personal Weapons (hands,feet,teeth,etc.)"
20130106041201,"Personal Weapons (hands,feet,teeth,etc.)"
20130106045300,Handgun                                 
20130106081200,Handgun                                 
20130106082100,Handgun                                 
20130106100702,Handgun                                 
20130106105000,"Personal Weapons (hands,feet,teeth,etc.)"
20130106110100,"Personal Weapons (hands,feet,teeth,etc.)"
20130106112201,Other Weapon                            
20130106125601,"Blunt Object(club,hammer,etc)           "
20130106125601,"Personal Weapons (hands,feet,teeth,etc.)"
20130106131300,"Personal Weapons (hands,feet,teeth,etc.)"
20130106131300,Knife                                   
20130106145300,"Personal Weapons (hands,feet,teeth,etc.)"
20130106145402,"Personal Weapons (hands,feet,teeth,etc.)"
20130106150101,"Personal Weapons (hands,feet,teeth,etc.)"
20130106150903,"Personal Weapons (hands,feet,teeth,etc.)"
20130106151503,"Personal Weapons (hands,feet,teeth,etc.)"
20130106154700,"Personal Weapons (hands,feet,teeth,etc.)"
20130106175100,"Personal Weapons (hands,feet,teeth,etc.)"
20130106175400,"Personal Weapons (hands,feet,teeth,etc.)"
20130106175404,"Personal Weapons (hands,feet,teeth,etc.)"
20130106190300,"Personal Weapons (hands,feet,teeth,etc.)"
20130106193600,"Personal Weapons (hands,feet,teeth,etc.)"
20130106200701,Vehicle                                 
20130106202801,Not Applicable/None                     
20130106211004,"Personal Weapons (hands,feet,teeth,etc.)"
20130106214703,"Personal Weapons (hands,feet,teeth,etc.)"
20130106220202,"Personal Weapons (hands,feet,teeth,etc.)"
20130106221901,Undetermined Firearm                    
20130106222200,Undetermined Firearm                    
20130106230801,"Personal Weapons (hands,feet,teeth,etc.)"
20130106231500,"Personal Weapons (hands,feet,teeth,etc.)"
20130106233700,"Personal Weapons (hands,feet,teeth,etc.)"
20130107001400,"Personal Weapons (hands,feet,teeth,etc.)"
20130107001901,Handgun                                 
20130107045300,"Personal Weapons (hands,feet,teeth,etc.)"
20130107075301,"Personal Weapons (hands,feet,teeth,etc.)"
20130107083502,Not Applicable/None                     
20130107091300,"Personal Weapons (hands,feet,teeth,etc.)"
20130107093004,Knife                                   
20130107095800,Knife                                   
20130107100200,"Personal Weapons (hands,feet,teeth,etc.)"
20130107101004,Knife                                   
20130107102602,"Personal Weapons (hands,feet,teeth,etc.)"
20130107103101,Not Applicable/None                     
20130107110702,Not Applicable/None                     
20130107111301,"Personal Weapons (hands,feet,teeth,etc.)"
20130107122306,Handgun                                 
20130107122306,Undetermined Firearm                    
20130107123100,Knife                                   
20130107124201,Other Weapon                            
20130107130900,Knife                                   
20130107132803,"Personal Weapons (hands,feet,teeth,etc.)"
20130107143600,"Personal Weapons (hands,feet,teeth,etc.)"
20130107145402,Handgun                                 
20130107153002,"Personal Weapons (hands,feet,teeth,etc.)"
20130107163600,Handgun                                 
20130107174901,Knife                                   
20130107181402,"Personal Weapons (hands,feet,teeth,etc.)"
20130107183204,"Personal Weapons (hands,feet,teeth,etc.)"
20130107193600,Not Applicable/None                     
20130107203400,Undetermined Firearm                    
20130107211800,Undetermined Firearm                    
20130107223904,"Personal Weapons (hands,feet,teeth,etc.)"
20130107230903,"Personal Weapons (hands,feet,teeth,etc.)"
20130107235405,"Personal Weapons (hands,feet,teeth,etc.)"
20130108013801,Handgun                                 
20130108022600,"Personal Weapons (hands,feet,teeth,etc.)"
20130108054000,Knife                                   
20130108060501,"Personal Weapons (hands,feet,teeth,etc.)"
20130108065100,Other Weapon                            
20130108073200,"Personal Weapons (hands,feet,teeth,etc.)"
20130108080302,"Personal Weapons (hands,feet,teeth,etc.)"
20130108082403,"Personal Weapons (hands,feet,teeth,etc.)"
20130108090302,Not Applicable/None                     
20130108092502,Handgun                                 
20130108093101,Not Applicable/None                     
20130108093901,Handgun                                 
20130108100900,Not Applicable/None                     
20130108102102,Handgun                                 
20130108104005,"Personal Weapons (hands,feet,teeth,etc.)"
20130108111502,"Personal Weapons (hands,feet,teeth,etc.)"
20130108120600,"Personal Weapons (hands,feet,teeth,etc.)"
20130108123500,"Personal Weapons (hands,feet,teeth,etc.)"
20130108123502,"Personal Weapons (hands,feet,teeth,etc.)"
20130108124300,"Personal Weapons (hands,feet,teeth,etc.)"
20130108132003,Shotgun                                 
20130108141600,"Personal Weapons (hands,feet,teeth,etc.)"
20130108143700,Not Applicable/None                     
20130108143700,"Personal Weapons (hands,feet,teeth,etc.)"
20130108145404,"Personal Weapons (hands,feet,teeth,etc.)"
20130108160301,"Personal Weapons (hands,feet,teeth,etc.)"
20130108161303,Shotgun                                 
20130108163500,Knife                                   
20130108165001,"Personal Weapons (hands,feet,teeth,etc.)"
20130108171700,Other Weapon                            
20130108174003,"Personal Weapons (hands,feet,teeth,etc.)"
20130108174705,"Personal Weapons (hands,feet,teeth,etc.)"
20130108185001,Handgun                                 
20130108190103,"Personal Weapons (hands,feet,teeth,etc.)"
20130108193001,"Personal Weapons (hands,feet,teeth,etc.)"
20130108194100,Knife                                   
20130108201607,"Personal Weapons (hands,feet,teeth,etc.)"
20130108202801,"Personal Weapons (hands,feet,teeth,etc.)"
20130108203002,Handgun                                 
20130108204600,"Personal Weapons (hands,feet,teeth,etc.)"
20130108205502,Not Applicable/None                     
20130108213702,"Personal Weapons (hands,feet,teeth,etc.)"
20130108215904,"Personal Weapons (hands,feet,teeth,etc.)"
20130108221603,"Personal Weapons (hands,feet,teeth,etc.)"
20130108222104,"Personal Weapons (hands,feet,teeth,etc.)"
20130108223700,"Personal Weapons (hands,feet,teeth,etc.)"
20130108232800,"Personal Weapons (hands,feet,teeth,etc.)"
20130108233805,Handgun                                 
20130109000702,Knife                                   
20130109002603,"Personal Weapons (hands,feet,teeth,etc.)"
20130109003301,Not Applicable/None                     
20130109005200,"Blunt Object(club,hammer,etc)           "
20130109010801,Knife                                   
20130109012402,"Personal Weapons (hands,feet,teeth,etc.)"
20130109015404,"Personal Weapons (hands,feet,teeth,etc.)"
20130109021401,"Personal Weapons (hands,feet,teeth,etc.)"
20130109021401,Handgun                                 
20130109021401,Other Weapon                            
20130109043101,"Personal Weapons (hands,feet,teeth,etc.)"
20130109044700,Undetermined Firearm                    
20130109073101,"Personal Weapons (hands,feet,teeth,etc.)"
20130109084000,"Personal Weapons (hands,feet,teeth,etc.)"
20130109092201,Knife                                   
20130109114302,"Personal Weapons (hands,feet,teeth,etc.)"
20130109114802,"Personal Weapons (hands,feet,teeth,etc.)"
20130109115800,"Personal Weapons (hands,feet,teeth,etc.)"
20130109132000,Other Weapon                            
20130109141004,"Personal Weapons (hands,feet,teeth,etc.)"
20130109142703,Handgun                                 
20130109142703,Unknown/Not Stated                      
20130109142703,Other Weapon                            
20130109142703,Undetermined Firearm                    
20130109145302,"Personal Weapons (hands,feet,teeth,etc.)"
20130109151507,"Personal Weapons (hands,feet,teeth,etc.)"
20130109152003,Not Applicable/None                     
20130109152101,Handgun                                 
20130109152603,"Personal Weapons (hands,feet,teeth,etc.)"
20130109160500,"Personal Weapons (hands,feet,teeth,etc.)"
20130109163308,Handgun                                 
20130109163502,"Personal Weapons (hands,feet,teeth,etc.)"
20130109165601,Undetermined Firearm                    
20130109172205,Handgun                                 
20130109172503,"Personal Weapons (hands,feet,teeth,etc.)"
20130109181507,"Personal Weapons (hands,feet,teeth,etc.)"
20130109181902,"Personal Weapons (hands,feet,teeth,etc.)"
20130109185500,Knife                                   
20130109194700,"Personal Weapons (hands,feet,teeth,etc.)"
20130109200701,"Personal Weapons (hands,feet,teeth,etc.)"
20130109210201,"Personal Weapons (hands,feet,teeth,etc.)"
20130109211304,"Personal Weapons (hands,feet,teeth,etc.)"
20130109212401,Handgun                                 
20130109214900,"Personal Weapons (hands,feet,teeth,etc.)"
20130109215000,"Personal Weapons (hands,feet,teeth,etc.)"
20130109215000,Handgun                                 
20130109215100,"Personal Weapons (hands,feet,teeth,etc.)"
20130109233502,Shotgun                                 
20130109235202,"Personal Weapons (hands,feet,teeth,etc.)"
20130110002300,Undetermined Firearm                    
20130110070602,"Personal Weapons (hands,feet,teeth,etc.)"
20130110072400,"Personal Weapons (hands,feet,teeth,etc.)"
20130110074604,"Personal Weapons (hands,feet,teeth,etc.)"
20130110083401,"Personal Weapons (hands,feet,teeth,etc.)"
20130110090704,"Personal Weapons (hands,feet,teeth,etc.)"
20130110100603,"Personal Weapons (hands,feet,teeth,etc.)"
20130110113603,"Personal Weapons (hands,feet,teeth,etc.)"
20130110125604,Handgun                                 
20130110130000,"Personal Weapons (hands,feet,teeth,etc.)"
20130110130000,Handgun                                 
20130110130102,"Personal Weapons (hands,feet,teeth,etc.)"
20130110131200,"Personal Weapons (hands,feet,teeth,etc.)"
20130110135503,"Personal Weapons (hands,feet,teeth,etc.)"
20130110141604,"Personal Weapons (hands,feet,teeth,etc.)"
20130110153701,"Personal Weapons (hands,feet,teeth,etc.)"
20130110155000,"Personal Weapons (hands,feet,teeth,etc.)"
20130110155801,Handgun                                 
20130110155801,Shotgun                                 
20130110161701,Other Weapon                            
20130110163503,"Personal Weapons (hands,feet,teeth,etc.)"
20130110170501,Not Applicable/None                     
20130110173201,"Personal Weapons (hands,feet,teeth,etc.)"
20130110181700,Handgun                                 
20130110183400,"Personal Weapons (hands,feet,teeth,etc.)"
20130110185201,"Personal Weapons (hands,feet,teeth,etc.)"
20130110185303,Handgun                                 
20130110185402,"Personal Weapons (hands,feet,teeth,etc.)"
20130110192800,"Personal Weapons (hands,feet,teeth,etc.)"
20130110192800,Handgun                                 
20130110194104,Vehicle                                 
20130110194104,Knife                                   
20130110194300,Undetermined Firearm                    
20130110200100,Other Firearm                           
20130110201604,"Personal Weapons (hands,feet,teeth,etc.)"
20130110201802,Handgun                                 
20130110201900,"Personal Weapons (hands,feet,teeth,etc.)"
20130110205702,"Personal Weapons (hands,feet,teeth,etc.)"
20130110220700,"Personal Weapons (hands,feet,teeth,etc.)"
20130110220800,"Personal Weapons (hands,feet,teeth,etc.)"
20130110230001,"Personal Weapons (hands,feet,teeth,etc.)"
20130110232603,Other Weapon                            
20130111023000,"Personal Weapons (hands,feet,teeth,etc.)"
20130111025801,"Personal Weapons (hands,feet,teeth,etc.)"
20130111073201,"Personal Weapons (hands,feet,teeth,etc.)"
20130111074000,Rifle                                   
20130111074000,Handgun                                 
20130111074000,Unknown/Not Stated                      
20130111075707,"Personal Weapons (hands,feet,teeth,etc.)"
20130111080002,"Personal Weapons (hands,feet,teeth,etc.)"
20130111094402,"Personal Weapons (hands,feet,teeth,etc.)"
20130111104400,Handgun                                 
20130111110201,Fire/Burning  Tool/Device               
20130111110800,"Personal Weapons (hands,feet,teeth,etc.)"
20130111130402,Knife                                   
20130111133002,"Blunt Object(club,hammer,etc)           "
20130111133002,Puncturing Tool/Device                  
20130111133401,Other Weapon                            
20130111134605,"Personal Weapons (hands,feet,teeth,etc.)"
20130111140901,Other Weapon                            
20130111143900,"Personal Weapons (hands,feet,teeth,etc.)"
20130111144302,"Personal Weapons (hands,feet,teeth,etc.)"
20130111144900,"Personal Weapons (hands,feet,teeth,etc.)"
20130111145302,Other Weapon                            
20130111152304,Handgun                                 
20130111152902,"Personal Weapons (hands,feet,teeth,etc.)"
20130111154803,"Personal Weapons (hands,feet,teeth,etc.)"
20130111155805,"Personal Weapons (hands,feet,teeth,etc.)"
20130111164200,Handgun                                 
20130111173901,Vehicle                                 
20130111173903,"Personal Weapons (hands,feet,teeth,etc.)"
20130111181901,"Personal Weapons (hands,feet,teeth,etc.)"
20130111182305,"Personal Weapons (hands,feet,teeth,etc.)"
20130111185001,Handgun                                 
20130111185704,"Personal Weapons (hands,feet,teeth,etc.)"
20130111190400,"Personal Weapons (hands,feet,teeth,etc.)"
20130111190400,Handgun                                 
20130111191804,"Personal Weapons (hands,feet,teeth,etc.)"
20130111193300,Handgun                                 
20130111194302,"Personal Weapons (hands,feet,teeth,etc.)"
20130111194302,Knife                                   
20130111195100,"Personal Weapons (hands,feet,teeth,etc.)"
20130111203302,Undetermined Firearm                    
20130111203403,"Personal Weapons (hands,feet,teeth,etc.)"
20130111205309,"Personal Weapons (hands,feet,teeth,etc.)"
20130111214901,"Personal Weapons (hands,feet,teeth,etc.)"
20130111215900,"Personal Weapons (hands,feet,teeth,etc.)"
20130111223302,Handgun                                 
20130111231203,Other Weapon                            
20130111231203,"Personal Weapons (hands,feet,teeth,etc.)"
20130111234301,"Personal Weapons (hands,feet,teeth,etc.)"
20130111235605,"Personal Weapons (hands,feet,teeth,etc.)"
20130111235701,"Blunt Object(club,hammer,etc)           "
20130112010501,Other Weapon                            
20130112014802,"Personal Weapons (hands,feet,teeth,etc.)"
20130112015002,"Personal Weapons (hands,feet,teeth,etc.)"
20130112023101,Handgun                                 
20130112023101,"Personal Weapons (hands,feet,teeth,etc.)"
20130112040400,"Personal Weapons (hands,feet,teeth,etc.)"
20130112045001,Knife                                   
20130112102500,"Personal Weapons (hands,feet,teeth,etc.)"
20130112111501,"Personal Weapons (hands,feet,teeth,etc.)"
20130112115602,Not Applicable/None                     
20130112124201,"Personal Weapons (hands,feet,teeth,etc.)"
20130112135100,"Personal Weapons (hands,feet,teeth,etc.)"
20130112152804,Knife                                   
20130112170601,"Personal Weapons (hands,feet,teeth,etc.)"
20130112180700,Handgun                                 
20130112183201,"Personal Weapons (hands,feet,teeth,etc.)"
20130112190502,Handgun                                 
20130112193201,"Personal Weapons (hands,feet,teeth,etc.)"
20130112193603,"Personal Weapons (hands,feet,teeth,etc.)"
20130112193604,Handgun                                 
20130112195201,Knife                                   
20130112201200,"Personal Weapons (hands,feet,teeth,etc.)"
20130112201600,"Personal Weapons (hands,feet,teeth,etc.)"
20130112211904,"Personal Weapons (hands,feet,teeth,etc.)"
20130112215103,Handgun                                 
20130112215901,"Personal Weapons (hands,feet,teeth,etc.)"
20130112215901,Handgun                                 
20130112221300,Razor                                   
20130112221300,"Personal Weapons (hands,feet,teeth,etc.)"
20130112231701,Undetermined Firearm                    
20130112231703,Handgun                                 
20130112232601,Knife                                   
20130113004604,Handgun                                 
20130113013000,"Personal Weapons (hands,feet,teeth,etc.)"
20130113014602,"Personal Weapons (hands,feet,teeth,etc.)"
20130113014602,Knife                                   
20130113015201,Handgun                                 
20130113020601,Handgun                                 
20130113024802,"Personal Weapons (hands,feet,teeth,etc.)"
20130113030700,Handgun                                 
20130113033100,Knife                                   
20130113040200,"Personal Weapons (hands,feet,teeth,etc.)"
20130113041600,"Personal Weapons (hands,feet,teeth,etc.)"
20130113045202,Handgun                                 
20130113060300,"Personal Weapons (hands,feet,teeth,etc.)"
20130113064500,Fire/Burning  Tool/Device               
20130113083100,"Personal Weapons (hands,feet,teeth,etc.)"
20130113092101,Not Applicable/None                     
20130113092701,Rifle                                   
